13.50, 49999, 20
67.50, 99999, 20
142.50, 149999, 20
213.50, 199999, 20
228.00, 249999, 20
234.50, 299999, 20
232.50, 349999, 20
245.00, 399999, 20
248.00, 449999, 20
252.00, 499999, 20
246.00, 549999, 20
260.50, 599999, 20
262.00, 649999, 20
262.50, 699999, 20
268.50, 749999, 20
259.00, 799999, 20
264.00, 849999, 20
258.50, 899999, 20
680.50, 949999, 20
262.00, 999999, 20
259.00, 1049999, 20
249.50, 1099999, 20
269.00, 1149999, 20
266.00, 1199999, 20
266.50, 1249999, 20
331.50, 1299999, 20
329.00, 1349999, 20
267.00, 1399999, 20
426.00, 1449999, 20
1042.50, 1499999, 20
1432.50, 1549999, 20
1741.00, 1599999, 20
1156.00, 1649999, 20
1342.00, 1699999, 20
1393.50, 1749999, 20
998.00, 1799999, 20
474.50, 1849999, 20
395.50, 1899999, 20
676.50, 1949999, 20
1916.50, 1999999, 20
429.50, 2049999, 20
1073.50, 2099999, 20
650.00, 2149999, 20
822.00, 2199999, 20
1432.00, 2249999, 20
481.50, 2299999, 20
655.50, 2349999, 20
1532.50, 2399999, 20
1343.50, 2449999, 20
2513.50, 2499999, 20
2495.50, 2549999, 20
2187.50, 2599999, 20
2331.50, 2649999, 20
3033.50, 2699999, 20
2737.50, 2749999, 20
3386.00, 2799999, 20
3669.00, 2849999, 20
3488.50, 2899999, 20
3446.50, 2949999, 20
2633.00, 2999999, 20
3230.00, 3049999, 20
3124.50, 3099999, 20
4187.50, 3149999, 20
4301.50, 3199999, 20
4173.00, 3249999, 20
4783.50, 3299999, 20
4109.00, 3349999, 20
2330.50, 3399999, 20
3113.00, 3449999, 20
3490.50, 3499999, 20
3192.50, 3549999, 20
2510.50, 3599999, 20
1405.50, 3649999, 20
4268.00, 3699999, 20
4164.50, 3749999, 20
3893.50, 3799999, 20
5120.50, 3849999, 20
4377.00, 3899999, 20
5037.50, 3949999, 20
5268.00, 3999999, 20
6133.00, 4049999, 20
5366.00, 4099999, 20
5090.50, 4149999, 20
4830.50, 4199999, 20
5415.00, 4249999, 20
4825.50, 4299999, 20
4626.50, 4349999, 20
4931.50, 4399999, 20
4704.00, 4449999, 20
4745.50, 4499999, 20
5147.50, 4549999, 20
4782.50, 4599999, 20
4803.50, 4649999, 20
4732.50, 4699999, 20
5483.00, 4749999, 20
5324.50, 4799999, 20
5960.00, 4849999, 20
5372.00, 4899999, 20
5335.50, 4949999, 20
5208.00, 4999999, 20
4238.00, 5049999, 20
4783.50, 5099999, 20
5010.50, 5149999, 20
4897.50, 5199999, 20
5452.00, 5249999, 20
5181.50, 5299999, 20
4790.50, 5349999, 20
4686.00, 5399999, 20
4688.00, 5449999, 20
5790.50, 5499999, 20
5631.50, 5549999, 20
4784.50, 5599999, 20
5425.00, 5649999, 20
5183.50, 5699999, 20
5385.00, 5749999, 20
5020.00, 5799999, 20
4136.00, 5849999, 20
5684.00, 5899999, 20
5494.00, 5949999, 20
5261.00, 5999999, 20
5645.00, 6049999, 20
4916.00, 6099999, 20
4590.00, 6149999, 20
4992.50, 6199999, 20
4613.00, 6249999, 20
5308.50, 6299999, 20
5072.50, 6349999, 20
6013.50, 6399999, 20
5749.00, 6449999, 20
5951.00, 6499999, 20
4857.50, 6549999, 20
4983.50, 6599999, 20
5799.00, 6649999, 20
5276.50, 6699999, 20
5955.00, 6749999, 20
5896.00, 6799999, 20
5410.50, 6849999, 20
5561.50, 6899999, 20
5466.00, 6949999, 20
5644.50, 6999999, 20
5805.00, 7049999, 20
6133.00, 7099999, 20
5663.00, 7149999, 20
5970.50, 7199999, 20
6285.00, 7249999, 20
6429.50, 7299999, 20
5512.50, 7349999, 20
5583.50, 7399999, 20
5063.50, 7449999, 20
6025.50, 7499999, 20
6282.00, 7549999, 20
6443.00, 7599999, 20
5250.00, 7649999, 20
6287.00, 7699999, 20
6201.50, 7749999, 20
5792.00, 7799999, 20
5424.50, 7849999, 20
6012.00, 7899999, 20
6024.50, 7949999, 20
6306.00, 7999999, 20
5599.00, 8049999, 20
5935.00, 8099999, 20
6087.50, 8149999, 20
6157.50, 8199999, 20
5652.50, 8249999, 20
6061.50, 8299999, 20
5694.00, 8349999, 20
6115.50, 8399999, 20
6369.50, 8449999, 20
5702.50, 8499999, 20
5914.50, 8549999, 20
5973.00, 8599999, 20
6005.50, 8649999, 20
6061.00, 8699999, 20
6091.50, 8749999, 20
5707.00, 8799999, 20
6295.00, 8849999, 20
5774.00, 8899999, 20
6222.50, 8949999, 20
6005.50, 8999999, 20
5653.00, 9049999, 20
5978.00, 9099999, 20
6099.00, 9149999, 20
6186.50, 9199999, 20
6484.00, 9249999, 20
6755.00, 9299999, 20
7120.00, 9349999, 20
6346.00, 9399999, 20
6428.00, 9449999, 20
6414.00, 9499999, 20
6864.00, 9549999, 20
6346.50, 9599999, 20
6866.00, 9649999, 20
7056.50, 9699999, 20
6635.00, 9749999, 20
7654.00, 9799999, 20
7092.00, 9849999, 20
8169.50, 9899999, 20
7283.00, 9949999, 20
7595.50, 9999999, 20
