2022_08_20_1655	9999	0.0	0.0
2022_08_20_1656	19999	0.0	0.0
2022_08_20_1656	29999	0.0	0.0
2022_08_20_1656	39999	0.0	0.0
2022_08_20_1657	49999	0.0	0.0
2022_08_20_1659	59999	0.020892490603181067	0.33678456834796816
2022_08_20_1700	69999	0.006567159790900715	0.01040026323259027
2022_08_20_1702	79999	0.00450891556336424	0.007640357728925679
2022_08_20_1703	89999	0.005617697801793345	0.004952019142450019
2022_08_20_1705	99999	0.004060605347989477	0.005698201231939683
2022_08_20_1707	109999	0.004434868026741235	0.004678713948016222
2022_08_20_1708	119999	0.003967700849171075	0.005121440844753387
2022_08_20_1710	129999	0.004593037339259463	0.00497883614689488
2022_08_20_1711	139999	0.004397006382235243	0.006155688892629069
2022_08_20_1713	149999	0.00722788801184767	0.006106535622180165
2022_08_20_1715	159999	0.007147210202206159	0.01124928288938336
2022_08_20_1716	169999	0.010126697294503127	0.008604605884008652
2022_08_20_1718	179999	0.008223768662013962	0.01199521437366183
2022_08_20_1720	189999	0.009917325065720437	0.009332006944551677
2022_08_20_1721	199999	0.008185492173030997	0.009817811673236613
2022_08_20_1723	209999	0.008431365449952074	0.009179654707603735
2022_08_20_1725	219999	0.008468889752411474	0.009242656771844665
2022_08_20_1726	229999	0.00865246594836982	0.010450468770043533
2022_08_20_1728	239999	0.010549371661298861	0.010344595895511918
2022_08_20_1730	249999	0.010573882647569493	0.012777921783227043
2022_08_20_1731	259999	0.013211040580788699	0.012936106573433378
2022_08_20_1733	269999	0.012998089512175428	0.016536309044241682
2022_08_20_1735	279999	0.014382261035995679	0.015117119387899095
2022_08_20_1736	289999	0.014186472666887382	0.01645266857968831
2022_08_20_1738	299999	0.014991489055930868	0.015122232587378976
2022_08_20_1740	309999	0.014935665271412898	0.01764839448871569
2022_08_20_1741	319999	0.016610090019469725	0.017610482080307695
2022_08_20_1743	329999	0.015888773099284555	0.018464251755354964
2022_08_20_1745	339999	0.016171100484040447	0.017288175431532653
2022_08_20_1747	349999	0.015698677195555514	0.01727726200960078
2022_08_20_1748	359999	0.01707704186411913	0.018699633673073156
2022_08_20_1750	369999	0.017203021520337064	0.019412902883418674
2022_08_20_1751	379999	0.017251278826310817	0.018674200589687207
2022_08_20_1753	389999	0.017831977086639337	0.017642437625869915
